municipality,municipality_id,district,district_id,community,community_id,supply_demand_year,typology,layout,total_supply,SHAPE_Length,SHAPE_Area
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2027,Villa / Townhouse,4 beds,262,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2027,Villa / Townhouse,5 beds,55,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2027,Villa / Townhouse,All beds,2367,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2027,Villa / Townhouse,Undefined,1199,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,1 bed,336,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,2 beds,519,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,3 beds,706,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,4 beds,302,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,5 beds,116,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,6 beds,49,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,All beds,3227,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,All property types,Undefined,1199,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Apartment / Duplex,1 bed,336,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Apartment / Duplex,2 beds,243,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Apartment / Duplex,3 beds,116,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Apartment / Duplex,5 beds,3,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Apartment / Duplex,All beds,698,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,2 beds,276,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,3 beds,590,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,4 beds,302,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,5 beds,113,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,6 beds,49,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,All beds,2529,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,YAS ISLAND,1330,YN7,5173,2028,Villa / Townhouse,Undefined,1199,8560.079950505096349,4515864.260769545100629
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,1 bed,830,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,2 beds,588,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,3 beds,300,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,4 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,6 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,All beds,1740,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,All property types,Undefined,14,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,1 bed,830,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,2 beds,588,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,3 beds,299,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,6 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,All beds,1735,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Apartment / Duplex,Undefined,14,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Villa / Townhouse,3 beds,1,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Villa / Townhouse,4 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2022,Villa / Townhouse,All beds,5,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,1 bed,830,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,2 beds,588,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,3 beds,300,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,4 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,6 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,All beds,1740,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,All property types,Undefined,14,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,1 bed,830,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,2 beds,588,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,3 beds,299,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,6 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,All beds,1735,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Apartment / Duplex,Undefined,14,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Villa / Townhouse,3 beds,1,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Villa / Townhouse,4 beds,4,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2023,Villa / Townhouse,All beds,5,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RR2,696,2024,All property types,1 bed,830,3019.581274332108933,275069.788534589868505
Abu Dhabi City,41,AL REEM ISLAND,57,RT2,781,2024,All property types,4 beds,15,2090.468366069449530,271092.936819391907193
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2023,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2023,Villa / Townhouse,All beds,229,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,All property types,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,All property types,5 beds,112,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,All property types,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,All property types,All beds,232,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,Villa / Townhouse,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,Villa / Townhouse,5 beds,112,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2024,Villa / Townhouse,All beds,232,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,All property types,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,All property types,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,All property types,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,All property types,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,Villa / Townhouse,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,Villa / Townhouse,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2025,Villa / Townhouse,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,All property types,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,All property types,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,All property types,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,All property types,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,Villa / Townhouse,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,Villa / Townhouse,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2026,Villa / Townhouse,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,All property types,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,All property types,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,All property types,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,All property types,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,Villa / Townhouse,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,Villa / Townhouse,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2027,Villa / Townhouse,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,All property types,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,All property types,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,All property types,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,All property types,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,Villa / Townhouse,4 beds,115,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,Villa / Townhouse,5 beds,113,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,Villa / Townhouse,7+ beds,5,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,YAS ISLAND,1330,YS3_05,4592,2028,Villa / Townhouse,All beds,233,3434.010861326020404,436281.624775578151457
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,All property types,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,All property types,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,All property types,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,Apartment / Duplex,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,Apartment / Duplex,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,Apartment / Duplex,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,Apartment / Duplex,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2022,Apartment / Duplex,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,All property types,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,All property types,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,All property types,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,All property types,4 beds,2,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,All property types,All beds,867,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,Apartment / Duplex,1 bed,342,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,Apartment / Duplex,2 beds,329,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RS3,153,2023,Apartment / Duplex,3 beds,194,3150.633104915167223,380671.652349074778613
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,All property types,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,All property types,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,All property types,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,Apartment / Duplex,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,Apartment / Duplex,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,Apartment / Duplex,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,Apartment / Duplex,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2022,Apartment / Duplex,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,All property types,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,All property types,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,All property types,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,Apartment / Duplex,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,Apartment / Duplex,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,Apartment / Duplex,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,Apartment / Duplex,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2023,Apartment / Duplex,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,All property types,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,All property types,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,All property types,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,Apartment / Duplex,1 bed,361,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,Apartment / Duplex,2 beds,127,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,Apartment / Duplex,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,Apartment / Duplex,All beds,514,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2024,Apartment / Duplex,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,All property types,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,All property types,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,All property types,All beds,910,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,Apartment / Duplex,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,Apartment / Duplex,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,Apartment / Duplex,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,Apartment / Duplex,All beds,910,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2025,Apartment / Duplex,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,All property types,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,All property types,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,All property types,All beds,910,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,Apartment / Duplex,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,Apartment / Duplex,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,Apartment / Duplex,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,Apartment / Duplex,All beds,910,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2026,Apartment / Duplex,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,All property types,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,All property types,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,All property types,3 beds,25,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,All property types,All beds,910,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,All property types,Studio,1,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,Apartment / Duplex,1 bed,748,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,AL REEM ISLAND,57,RT6,773,2027,Apartment / Duplex,2 beds,136,3764.983871663405807,617298.335375459864736
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2022,All property types,All beds,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2022,All property types,Undefined,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2022,Villa / Townhouse,All beds,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2022,Villa / Townhouse,Undefined,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2023,All property types,All beds,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2023,All property types,Undefined,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2023,Villa / Townhouse,All beds,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2023,Villa / Townhouse,Undefined,477,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2024,All property types,All beds,476,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2024,All property types,Undefined,476,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2024,Villa / Townhouse,All beds,476,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2024,Villa / Townhouse,Undefined,476,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2025,All property types,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2025,All property types,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2025,Villa / Townhouse,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2025,Villa / Townhouse,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2026,All property types,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2026,All property types,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2026,Villa / Townhouse,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2026,Villa / Townhouse,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2027,All property types,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2027,All property types,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2027,Villa / Townhouse,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2027,Villa / Townhouse,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2028,All property types,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2028,All property types,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2028,Villa / Townhouse,All beds,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN3,5169,2028,Villa / Townhouse,Undefined,480,4554.908980639474066,883387.281856883550063
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,All property types,1 bed,18,9610.723050447269998,4206349.494311073794961
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,All property types,2 beds,68,9610.723050447269998,4206349.494311073794961
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,All property types,4 beds,119,9610.723050447269998,4206349.494311073794961
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,All property types,All beds,205,9610.723050447269998,4206349.494311073794961
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,Apartment / Duplex,1 bed,18,9610.723050447269998,4206349.494311073794961
Abu Dhabi City,41,YAS ISLAND,1330,YN1,5167,2022,Apartment / Duplex,2 beds,68,9610.723050447269998,4206349.494311073794961
