year,municipality,municipality_id,district,district_id,community,community_id,typology,layout,rent_type,volume,value,shape_Length,shape_Area
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,new,98.000000000000000,9041750.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,renewal,55.000000000000000,4453828.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,new,57.000000000000000,6868024.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,renewal,146.000000000000000,14044834.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,2.000000000000000,37800.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,4.000000000000000,47400.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,35.000000000000000,2598938.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,2 beds,All types,42.000000000000000,4532430.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,3 beds,All types,23.000000000000000,3305000.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,9.000000000000000,126300.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,137.000000000000000,11620107.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,2 beds,All types,144.000000000000000,17928637.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,3 beds,All types,27.000000000000000,3823000.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,12.000000000000000,189000.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,113.000000000000000,9438891.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,2 beds,All types,102.000000000000000,14701297.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,3 beds,All types,21.000000000000000,3035750.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,20.000000000000000,384000.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,70.000000000000000,5400786.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,2 beds,All types,51.000000000000000,6136192.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,3 beds,All types,8.000000000000000,1493000.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,24.000000000000000,465600.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,1 bed,All types,93.000000000000000,7770808.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,2 beds,All types,85.000000000000000,10159430.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,3 beds,All types,19.000000000000000,2867420.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,studio,All types,6.000000000000000,115200.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,2.000000000000000,37800.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,4.000000000000000,47400.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,35.000000000000000,2598938.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,2 beds,All types,42.000000000000000,4532430.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,3 beds,All types,23.000000000000000,3305000.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,9.000000000000000,126300.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,137.000000000000000,11620107.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,2 beds,All types,144.000000000000000,17928637.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,3 beds,All types,27.000000000000000,3823000.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,12.000000000000000,189000.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,113.000000000000000,9438891.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,2 beds,All types,102.000000000000000,14701297.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,3 beds,All types,21.000000000000000,3035750.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,20.000000000000000,384000.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,70.000000000000000,5400786.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,2 beds,All types,51.000000000000000,6136192.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,3 beds,All types,8.000000000000000,1493000.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,24.000000000000000,465600.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,1 bed,All types,93.000000000000000,7770808.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,2 beds,All types,85.000000000000000,10159430.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,3 beds,All types,19.000000000000000,2867420.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,studio,All types,6.000000000000000,115200.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,203.000000000000000,20912858.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,320.000000000000000,33560744.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,153.000000000000000,13495578.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,256.000000000000000,27559938.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,109.000000000000000,10562668.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,All property types,All beds,All types,6.000000000000000,85200.000000000000000,3764.983871663405807,617298.335375459864736
2020,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,6.000000000000000,85200.000000000000000,3764.983871663405807,617298.335375459864736
2021,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,109.000000000000000,10562668.000000000000000,3764.983871663405807,617298.335375459864736
2022,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,320.000000000000000,33560744.000000000000000,3764.983871663405807,617298.335375459864736
2023,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,256.000000000000000,27559938.000000000000000,3764.983871663405807,617298.335375459864736
2024,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,153.000000000000000,13495578.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RT6,773,Apartment / Duplex,All beds,All types,203.000000000000000,20912858.000000000000000,3764.983871663405807,617298.335375459864736
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,444.000000000000000,30763157.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,550.000000000000000,41294813.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,255.000000000000000,19685557.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,518.000000000000000,38993990.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,216.000000000000000,17980335.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,156.000000000000000,13032993.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,All types,161.000000000000000,13540321.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,216.000000000000000,17980335.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,156.000000000000000,13032993.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,161.000000000000000,13540321.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,255.000000000000000,19685557.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,518.000000000000000,38993990.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,550.000000000000000,41294813.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,All beds,All types,444.000000000000000,30763157.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,77.000000000000000,4562000.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,55.000000000000000,4646500.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,41.000000000000000,6221835.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,2.000000000000000,435000.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,41.000000000000000,2115000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,33.000000000000000,2266000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,87.000000000000000,6521067.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,31.000000000000000,3870142.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,1.000000000000000,220000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,4.000000000000000,155784.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,26.000000000000000,1351000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,85.000000000000000,6623321.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,34.000000000000000,4673000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,1.000000000000000,220000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,15.000000000000000,673000.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,85.000000000000000,6089000.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,103.000000000000000,7578670.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,28.000000000000000,4015887.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,2.000000000000000,440000.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,37.000000000000000,1562000.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,195.000000000000000,10696739.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,213.000000000000000,16473120.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,87.000000000000000,10603088.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,3.000000000000000,520000.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,20.000000000000000,701043.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,191.000000000000000,10122577.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,227.000000000000000,17825357.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,92.000000000000000,11249674.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,5.000000000000000,605014.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,35.000000000000000,1492191.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,1 bed,All types,187.000000000000000,9462615.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,2 beds,All types,169.000000000000000,13051652.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,3 beds,All types,69.000000000000000,7176540.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,4 beds,All types,1.000000000000000,175000.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,studio,All types,18.000000000000000,897350.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,105.000000000000000,9217834.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,111.000000000000000,8762501.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,90.000000000000000,7307600.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,66.000000000000000,5725393.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,40.000000000000000,3713800.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,121.000000000000000,9826521.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,125.000000000000000,8004250.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,130.000000000000000,11681307.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,386.000000000000000,29060684.000000000000000,1781.580598625598896,146937.324462735734414
2023,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,132.000000000000000,9933306.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,204.000000000000000,15829627.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,346.000000000000000,25465186.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,new,187.000000000000000,14390241.000000000000000,1781.580598625598896,146937.324462735734414
2025,Abu Dhabi City,41,Al Reem Island,57,RR3,777,All property types,All beds,renewal,257.000000000000000,16372916.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,1 bed,All types,77.000000000000000,4562000.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,2 beds,All types,55.000000000000000,4646500.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,3 beds,All types,41.000000000000000,6221835.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,4 beds,All types,2.000000000000000,435000.000000000000000,1781.580598625598896,146937.324462735734414
2019,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,studio,All types,41.000000000000000,2115000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,1 bed,All types,33.000000000000000,2266000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,2 beds,All types,87.000000000000000,6521067.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,3 beds,All types,31.000000000000000,3870142.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,4 beds,All types,1.000000000000000,220000.000000000000000,1781.580598625598896,146937.324462735734414
2020,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,studio,All types,4.000000000000000,155784.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,1 bed,All types,26.000000000000000,1351000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,2 beds,All types,85.000000000000000,6623321.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,3 beds,All types,34.000000000000000,4673000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,4 beds,All types,1.000000000000000,220000.000000000000000,1781.580598625598896,146937.324462735734414
2021,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,studio,All types,15.000000000000000,673000.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,1 bed,All types,85.000000000000000,6089000.000000000000000,1781.580598625598896,146937.324462735734414
2022,Abu Dhabi City,41,Al Reem Island,57,RR3,777,Apartment / Duplex,2 beds,All types,103.000000000000000,7578670.000000000000000,1781.580598625598896,146937.324462735734414
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,new,18.000000000000000,869201.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,renewal,4.000000000000000,173150.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,new,147.000000000000000,11609140.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,1 bed,renewal,119.000000000000000,7723208.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,new,106.000000000000000,11092509.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,2 beds,renewal,114.000000000000000,11491730.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,new,32.000000000000000,5636734.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,3 beds,renewal,40.000000000000000,5984534.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,new,1.000000000000000,238000.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,4 beds,renewal,1.000000000000000,199500.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,new,8.000000000000000,461250.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,studio,renewal,5.000000000000000,258155.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,307.000000000000000,32928730.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,147.000000000000000,15512147.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,272.000000000000000,26191493.000000000000000,2668.028530289371702,353987.907515166152734
2020,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,249.000000000000000,26869874.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,281.000000000000000,25313583.000000000000000,2668.028530289371702,353987.907515166152734
2021,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,263.000000000000000,27689068.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,467.000000000000000,38829922.000000000000000,2668.028530289371702,353987.907515166152734
2022,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,321.000000000000000,30401463.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,379.000000000000000,31094392.000000000000000,2668.028530289371702,353987.907515166152734
2023,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,471.000000000000000,44157222.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,311.000000000000000,26636536.000000000000000,2668.028530289371702,353987.907515166152734
2024,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,535.000000000000000,47766401.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,new,294.000000000000000,29037633.000000000000000,2668.028530289371702,353987.907515166152734
2025,Abu Dhabi City,41,Al Reem Island,57,RS5,66,Apartment / Duplex,All beds,renewal,279.000000000000000,25657127.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,new,133.000000000000000,10072616.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,1 bed,renewal,58.000000000000000,4108127.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,new,101.000000000000000,11538640.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,2 beds,renewal,43.000000000000000,5113862.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,new,71.000000000000000,10927474.000000000000000,2668.028530289371702,353987.907515166152734
2019,Abu Dhabi City,41,Al Reem Island,57,RS5,66,All property types,3 beds,renewal,39.000000000000000,5679007.000000000000000,2668.028530289371702,353987.907515166152734
